表層形, 品詞
い,動詞
ない,助動詞
ところ,名詞
に,助詞
行っ,動詞
た,助動詞
ほう,名詞
が,助詞
よい,形容詞
。,記号
女,名詞
が,助詞
いる,動詞
と,助詞
、,記号
どうも,副詞
いけ,動詞
ない,助動詞
。,記号
女,名詞
の,助詞
い,動詞
ない,助動詞
ところ,名詞
と,助詞
は,助詞
、,記号
いい,形容詞
思いつき,名詞
です,助動詞
」,記号
女,名詞
の,助詞
い,動詞
ない,助動詞
ところ,名詞
。,記号
しかし,接続詞
、,記号
この,連体詞
自分,名詞
の,助詞
阿呆,名詞
くさい,形容詞
うわ,感動詞
ごと,名詞
は,助詞
、,記号
のち,名詞
に,助詞
到っ,動詞
て,助詞
、,記号
非常,名詞
に,助詞
陰惨,名詞
に,助詞
実現,名詞
せら,動詞
れ,動詞
まし,助動詞
た,助動詞
。,記号
ヨシ子,名詞
は,助詞
、,記号
何,名詞
か,助詞
、,記号
自分,名詞
が,助詞
ヨシ子,名詞
の,助詞
身代り,名詞
に,助詞
なっ,動詞
て,助詞
毒,名詞
を,助詞
飲ん,動詞
だ,助動詞
と,助詞
でも,助詞
思い込ん,動詞
で,助詞
いる,動詞
らしく,助動詞
、,記号
以前,名詞
より,助詞
も,助詞
尚,副詞
いっそう,副詞
、,記号
自分,名詞
に対して,助詞
、,記号
おろおろ,副詞
し,動詞
て,助詞
、,記号
自分,名詞
が,助詞
何,名詞
を,助詞
言っ,動詞
て,助詞
も,助詞
笑わ,動詞
ず,助動詞
、,記号
そうして,接続詞
ろくに,副詞
口,名詞
も,助詞
きけ,動詞
ない,助動詞
よう,名詞
な,助動詞
有様,名詞
な,助動詞
ので,助詞
、,記号
自分,名詞
も,助詞
アパート,名詞
の,助詞
部屋,名詞
の,助詞
中,名詞
に,助詞
いる,動詞
の,名詞
が,助詞
、,記号
うっとうしく,形容詞
、,記号
つい,副詞
外,名詞
へ,助詞
出,動詞
て,助詞
、,記号
相,接頭詞
変ら,動詞
ず,助動詞
安い,形容詞
酒,名詞
を,助詞
あおる,動詞
事,名詞
に,助詞
なる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
あの,連体詞
ジアール,名詞
の,助詞
一,名詞
件,名詞
以来,名詞
、,記号
自分,名詞
の,助詞
からだ,名詞
が,助詞
めっきり,副詞
痩せ,動詞
細っ,動詞
て,助詞
、,記号
手足,名詞
が,助詞
だるく,形容詞
、,記号
漫画,名詞
の,助詞
仕事,名詞
も,助詞
怠け,動詞
がち,名詞
に,助詞
なり,動詞
、,記号
ヒラメ,名詞
が,助詞
あの,連体詞
時,名詞
、,記号
見舞い,名詞
として,助詞
置い,動詞
て,助詞
行っ,動詞
た,助動詞
お金,名詞
（,記号
ヒラメ,名詞
は,助詞
それ,名詞
を,助詞
、,記号
渋田,名詞
の,助詞
志,名詞
です,助動詞
、,記号
と,助詞
言っ,動詞
て,助詞
いかにも,副詞
ご,接頭詞
自身,名詞
から,助詞
出,動詞
た,助動詞
お金,名詞
の,助詞
よう,名詞
に,助詞
し,動詞
て,助詞
差出し,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
これ,名詞
も,助詞
故郷,名詞
の,助詞
兄たち,名詞
から,助詞
の,助詞
お金,名詞
の,助詞
よう,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
も,助詞
その,連体詞
頃,名詞
に,助詞
は,助詞
、,記号
ヒラメ,名詞
の,助詞
家,名詞
から,助詞
逃げ出し,動詞
た,助動詞
あの,連体詞
時,名詞
と,助詞
ちがっ,動詞
て,助詞
、,記号
ヒラメ,名詞
の,助詞
そんな,連体詞
もっ,動詞
たい,助動詞
振っ,動詞
た,助動詞
芝居,名詞
を,助詞
、,記号
おぼろ,名詞
げ,名詞
ながら,助詞
見抜く,動詞
事,名詞
が,助詞
出来る,動詞
よう,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
ので,助詞
、,記号
こちら,名詞
も,助詞
ずるく,形容詞
、,記号
全く,副詞
気づか,動詞
ぬ,助動詞
振り,名詞
を,助詞
し,動詞
て,助詞
、,記号
神妙,名詞
に,助詞
その,連体詞
お金,名詞
の,助詞
お礼,名詞
を,助詞
ヒラメ,名詞
に,助詞
向っ,動詞
て,助詞
申し上げ,動詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
が,助詞
、,記号
しかし,接続詞
、,記号
ヒラメ,名詞
たち,名詞
が,助詞
、,記号
なぜ,副詞
、,記号
そんな,連体詞
ややこしい,形容詞
カラクリ,名詞
を,助詞
やらかす,動詞
の,名詞
か,助詞
、,記号
わかる,動詞
よう,名詞
な,助動詞
、,記号
わから,動詞
ない,助動詞
よう,名詞
な,助動詞
、,記号
どうしても,副詞
自分,名詞
に,助詞
は,助詞
、,記号
へん,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
て,助詞
なり,動詞
ませ,助動詞
ん,助動詞
でし,助動詞
た,助動詞
）,記号
その,連体詞
お金,名詞
で,助詞
、,記号
思い切っ,動詞
て,助詞
ひとり,名詞
で,助詞
南伊豆,名詞
の,助詞
温泉,名詞
に,助詞
行っ,動詞
て,助詞
み,動詞
たり,助詞
など,助詞
し,動詞
まし,助動詞
た,助動詞
が,助詞
、,記号
とても,副詞
そんな,連体詞
悠長,名詞
な,助動詞
温泉,名詞
めぐり,動詞
など,助詞
出来る,動詞
柄,名詞
で,助詞
は,助詞
なく,助動詞
、,記号
ヨシ子,名詞
を,助詞
思え,動詞
ば,助詞
侘び,名詞
し,動詞
さ,名詞
限り,名詞
なく,形容詞
、,記号
宿,名詞
の,助詞
部屋,名詞
から,助詞
山,名詞
を,助詞
眺める,動詞
など,助詞
の,助詞
落ちつい,動詞
た,助動詞
心境,名詞
に,助詞
は,助詞
甚だ,副詞
遠く,形容詞
、,記号
ド,接頭詞
テラ,名詞
に,助詞
も,助詞
着,動詞
換え,動詞
ず,助動詞
、,記号
お湯,名詞
に,助詞
も,助詞
はいら,動詞
ず,助動詞
、,記号
外,名詞
へ,助詞
飛び出し,動詞
て,助詞
は,助詞
薄汚い,形容詞
茶店,名詞
みたい,名詞
な,助動詞
ところ,名詞
に,助詞
飛び込ん,動詞
で,助詞
、,記号
焼酎,名詞
を,助詞
、,記号
それ,名詞
こそ,助詞
浴びる,動詞
ほど,助詞
飲ん,動詞
で,助詞
、,記号
からだ,名詞
具合い,名詞
を,助詞
一,名詞
そう,名詞
悪く,形容詞
し,動詞
て,助詞
帰京,名詞
し,動詞
た,助動詞
だけ,助詞
の,助詞
事,名詞
でし,助動詞
た,助動詞
。,記号
東京,名詞
に,助詞
大雪,名詞
の,助詞
降っ,動詞
た,助動詞
夜,名詞
でし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
酔っ,動詞
て,助詞
銀座,名詞
裏,名詞
を,助詞
、,記号
ここ,名詞
は,助詞
お,接頭詞
国,名詞
を,助詞
何,名詞
百,名詞
里,名詞
、,記号
ここ,名詞
は,助詞
お,接頭詞
国,名詞
を,助詞
何,名詞
百,名詞
里,名詞
、,記号
と,助詞
小声,名詞
で,助詞
繰り返し,動詞
繰り返し,名詞
呟く,動詞
よう,名詞
に,助詞
歌い,動詞
ながら,助詞
、,記号
なおも,副詞
降り,動詞
つもる,動詞
雪,名詞
を,助詞
靴,名詞
先,名詞
で,助詞
蹴,動詞
散らし,動詞
て,助詞
歩い,動詞
て,助詞
、,記号
突然,副詞
、,記号
吐き,動詞
まし,助動詞
た,助動詞
。,記号
それ,名詞
は,助詞
自分,名詞
の,助詞
最初,名詞
の,助詞
喀血,名詞
でし,助動詞
た,助動詞
。,記号
雪,名詞
の,助詞
上,名詞
に,助詞
、,記号
大きい,形容詞
日の丸,名詞
の,助詞
旗,名詞
が,助詞
出来,動詞
まし,助動詞
た,助動詞
。,記号
自分,名詞
は,助詞
、,記号
しばらく,副詞
しゃがん,動詞
で,助詞
、,記号
それから,接続詞
、,記号
よごれ,動詞
て,助詞
い,動詞
ない,助動詞
個所,名詞
の,助詞
雪,名詞
を,助詞
両手,名詞
で,助詞
掬い,動詞
取っ,動詞
て,助詞
、,記号
顔,名詞
を,助詞
洗い,動詞
ながら,助詞
泣き,動詞
まし,助動詞
た,助動詞
。,記号
こうこ,名詞
は,助詞
、,記号
どう,副詞
この,連体詞
細道,名詞
じゃ,助詞
？,記号
こうこ,名詞
は,助詞
、,記号
どう,副詞
この,連体詞
細道,名詞
じゃ,助詞
？,記号
哀れ,名詞
な,助動詞
童女,名詞
の,助詞
歌声,名詞
が,助詞
、,記号
幻聴,名詞
の,助詞
よう,名詞
に,助詞
、,記号
かすか,名詞
に,助詞
遠く,名詞
から,助詞
聞え,動詞
ます,助動詞
。,記号
不幸,名詞
。,記号
この世,名詞
に,助詞
は,助詞
、,記号
さまざま,名詞
の,助詞
不幸,名詞
な,助動詞
人,名詞
が,助詞
、,記号
いや,接続詞
、,記号
不幸,名詞
な,助動詞
人,名詞
ばかり,助詞
、,記号
と,助詞
言っ,動詞
て,助詞
も,助詞
過言,名詞
で,助詞
は,助詞
ない,助動詞
でしょ,助動詞
う,助動詞
が,助詞
、,記号
しかし,接続詞
、,記号
その,連体詞
人,名詞
たち,名詞
の,助詞
不幸,名詞
は,助詞
、,記号
所,名詞
謂,名詞
世間,名詞
に対して,助詞
堂々,副詞
と,助詞
抗議,名詞
が,助詞
出来,動詞
、,記号
また,接続詞
「,記号
世間,名詞
」,記号
も,助詞
その,連体詞
人,名詞
たち,名詞
の,助詞
抗議,名詞
を,助詞
容易,名詞
に,助詞
理解,名詞
し,動詞
同情,名詞
し,動詞
ます,助動詞
。,記号
しかし,接続詞
、,記号
自分,名詞
の,助詞
不幸,名詞
は,助詞
、,記号
すべて,名詞
自分,名詞
の,助詞
罪悪,名詞
から,助詞
な,助動詞
ので,助詞
、,記号
誰,名詞
に,助詞
も,助詞
抗議,名詞
の,助詞
仕様,名詞
が,助詞
無い,形容詞
し,助詞
、,記号
また,副詞
口ごもり,動詞
ながら,助詞
一言,名詞
で,助詞
も,助詞
抗議,名詞
め,名詞
いた事,名詞
を,助詞
言い,動詞
かける,動詞
と,助詞
、,記号
ヒラメ,名詞
なら,動詞
ず,助動詞
とも,助詞
世間,名詞
の,助詞
人,名詞
たち,名詞
全部,名詞
、,記号
よくも,副詞
まあ,副詞
そんな,連体詞
口,名詞
が,助詞
きけ,動詞
た,助動詞
もの,名詞
だ,助動詞
と,助詞
呆れかえる,動詞
に,助詞
違い,名詞
ない,助動詞
し,助詞
、,記号
自分,名詞
は,助詞
いったい,副詞
俗,名詞
に,助詞
いう,動詞
「,記号
わがまま,名詞
も,助詞
の,助詞
」,記号
な,助動詞
の,名詞
か,助詞
、,記号
または,接続詞
その,連体詞
反対,名詞
に,助詞
、,記号
気,名詞
が,助詞
弱,形容詞
すぎる,動詞
の,名詞
か,助詞
、,記号
自分,名詞
で,助詞
も,助詞
わけ,名詞
が,助詞
わから,動詞
ない,助動詞
けれども,助詞
、,記号
とにかく,副詞
罪悪,名詞
の,助詞
かたまり,動詞
らしい,助動詞
ので,助詞
、,記号
どこ,名詞
まで,助詞
も,助詞
自ら,名詞
どんどん,副詞
不幸,名詞
に,助詞
なる,動詞
ばかり,助詞
で,助動詞
、,記号
防ぎ,動詞
止める,動詞
具体,名詞
策,名詞
など,助詞
無い,形容詞
の,名詞
です,助動詞
。,記号
自分,名詞
は,助詞
立っ,動詞
て,助詞
、,記号
取り敢えず,副詞
何,名詞
か,助詞
適当,名詞
な,助動詞
薬,名詞
を,助詞
と,助詞
思い,動詞
、,記号
近く,名詞
の,助詞
薬屋,名詞
に,助詞
は,助詞
いっ,動詞
て,助詞
、,記号
そこ,名詞
の,助詞
奥さん,名詞
と,助詞
顔,名詞
を,助詞
見合せ,動詞
、,記号
瞬間,名詞
、,記号
奥さん,名詞
は,助詞
、,記号
フラッシュ,名詞
を,助詞
浴び,動詞
た,助動詞
みたい,名詞
に,助詞
首,名詞
を,助詞
あげ,動詞
眼,名詞
を,助詞
見,動詞
はり,動詞
、,記号
棒立ち,名詞
に,助詞
なり,動詞
まし,助動詞
た,助動詞
。,記号
しかし,接続詞
、,記号
その,連体詞
見,動詞
はっ,動詞
た,助動詞
眼,名詞
に,助詞
は,助詞
、,記号
驚愕,名詞
の,助詞
色,名詞
も,助詞
嫌悪,名詞
の,助詞
色,名詞
も,助詞
無く,形容詞
、,記号
ほとんど,副詞
救い,名詞
を,助詞
求める,動詞
よう,名詞
な,助動詞
、,記号
慕う,動詞
よう,名詞
な,助動詞
色,名詞
が,助詞
あらわれ,動詞
て,助詞
いる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
ああ,感動詞
、,記号
この,連体詞
ひと,名詞
も,助詞
、,記号
きっと,副詞
不幸,名詞
な,助動詞
人,名詞
な,助動詞
の,名詞
だ,助動詞
、,記号
不幸,名詞
な,助動詞
人,名詞
は,助詞
、,記号
ひと,名詞
の,助詞
不幸,名詞
に,助詞
も,助詞
敏感,名詞
な,助動詞
もの,名詞
な,助動詞
の,名詞
だ,助動詞
から,助詞
、,記号
と,助詞
思っ,動詞
た,助動詞
時,名詞
、,記号
ふと,副詞
、,記号
その,連体詞
奥さん,名詞
が,助詞
松葉杖,名詞
を,助詞
つい,動詞
て,助詞
危,名詞
かしく,名詞
立っ,動詞
て,助詞
いる,動詞
の,名詞
に,助詞
気がつき,動詞
まし,助動詞
た,助動詞
。,記号
駈け,動詞
寄り,動詞
たい,助動詞
思い,名詞
を,助詞
抑え,動詞
て,助詞
、,記号
なおも,副詞
その,連体詞
奥さん,名詞
と,助詞
顔,名詞
を,助詞
見合せ,動詞
て,助詞
いる,動詞
うち,名詞
に,助詞
涙,名詞
が,助詞
出,動詞
て,助詞
来,動詞
まし,助動詞
た,助動詞
。,記号
する,動詞
と,助詞
、,記号
奥さん,名詞
の,助詞
大きい,形容詞
眼,名詞
から,助詞
も,助詞
、,記号
涙,名詞
が,助詞
ぽろぽろ,副詞
と,助詞
あふれ,動詞
て,助詞
出,動詞
まし,助動詞
た,助動詞
。,記号
それ,名詞
っきり,名詞
、,記号
一言,名詞
も,助詞
口,名詞
を,助詞
きか,動詞
ず,助動詞
に,助詞
、,記号
自分,名詞
は,助詞
その,連体詞
薬屋,名詞
から,助詞
出,動詞
て,助詞
、,記号
よろめい,動詞
て,助詞
アパート,名詞
に,助詞
帰り,動詞
、,記号
ヨシ子,名詞
に,助詞
塩水,名詞
を,助詞
作ら,動詞
せ,動詞
て,助詞
飲み,動詞
、,記号
黙っ,動詞
て,助詞
寝,動詞
て,助詞
、,記号
翌,接頭詞
る,助動詞
日,名詞
も,助詞
、,記号
風邪,名詞
気味,名詞
だ,助動詞
と,助詞
嘘,名詞
を,助詞
つい,動詞
て,助詞
一,名詞
日,名詞
一ぱい,名詞
寝,動詞
て,助詞
、,記号
夜,名詞
、,記号
自分,名詞
の,助詞
秘密,名詞
の,助詞
喀血,名詞
が,助詞
どうにも,副詞
不安,名詞
で,助動詞
たまら,動詞
ず,助動詞
、,記号
起き,動詞
て,助詞
、,記号
あの,連体詞
薬,名詞
屋,名詞
に,助詞
行き,動詞
、,記号
こんど,名詞
は,助詞
笑い,動詞
ながら,助詞
、,記号
奥さん,名詞
に,助詞
、,記号
実に,副詞
素直,名詞
に,助詞
今,名詞
迄,助詞
の,助詞
からだ,名詞
具合い,名詞
を,助詞
告白,名詞
し,動詞
、,記号
相談,名詞
し,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
お,接頭詞
酒,名詞
を,助詞
お,接頭詞
よし,名詞
に,助詞
なら,動詞
なけれ,助動詞
ば,助詞
」,記号
自分,名詞
たち,名詞
は,助詞
、,記号
肉,名詞
身,名詞
の,助詞
よう,名詞
でし,助動詞
た,助動詞
。,記号
「,記号
アル中,名詞
に,助詞
なっ,動詞
て,助詞
いる,動詞
かも,助詞
知れ,動詞
ない,助動詞
ん,名詞
です,助動詞
。,記号
いま,名詞
でも,助詞
飲み,動詞
たい,助動詞
」,記号
「,記号
いけ,動詞
ませ,助動詞
ん,助動詞
。,記号
私,名詞
の,助詞
主人,名詞
も,助詞
、,記号
テーベ,名詞
の,助詞
くせ,名詞
に,助詞
、,記号
菌,名詞
を,助詞
酒,名詞
で,助詞
殺す,動詞
ん,名詞
だ,助動詞
なんて,助詞
言っ,動詞
て,助詞
、,記号
酒びたり,名詞
に,助詞
なっ,動詞
て,助詞
、,記号
自分,名詞
から,助詞
寿命,名詞
を,助詞
ちぢめ,動詞
まし,助動詞
た,助動詞
」,記号
「,記号
不安,名詞
で,助動詞
いけ,動詞
ない,助動詞
ん,名詞
です,助動詞
。,記号
こわく,形容詞
て,助詞
、,記号
とても,副詞
、,記号
だめ,名詞
な,助動詞
ん,名詞
です,助動詞
」,記号
「,記号
お,接頭詞
薬,名詞
を,助詞
差し上げ,動詞
ます,助動詞
。,記号
お,接頭詞
酒,名詞
だけ,助詞
は,助詞
、,記号
お,接頭詞
よし,動詞
なさい,動詞
」,記号
奥さん,名詞
（,記号
未亡人,名詞
で,助詞
、,記号
男の子,名詞
が,助詞
ひとり,名詞
、,記号
それ,名詞
は,助詞
千葉,名詞
だ,助動詞
か,助詞
どこ,名詞
だ,助動詞
か,助詞
の,助詞
医大,名詞
に,助詞
は,助詞
いっ,動詞
て,助詞
、,記号
間もなく,副詞
父,名詞
と,助詞
同じ,連体詞
病,名詞
いに,動詞
かかり,動詞
、,記号
休学,名詞
入院,名詞
中,名詞
で,助動詞
、,記号
家,名詞
に,助詞
は,助詞
中風,名詞
の,助詞
舅,名詞
が,助詞
寝,動詞
て,助詞
い,動詞
て,助詞
、,記号
奥さん,名詞
自身,名詞
は,助詞
五,名詞
歳,名詞
の,助詞
折,名詞
、,記号
小児,名詞
痲痺,名詞
で,助詞
片方,名詞
の,助詞
脚,名詞
が,助詞
全然,副詞
だめ,名詞
な,助動詞
の,名詞
でし,助動詞
た,助動詞
）,記号
は,助詞
、,記号
松葉杖,名詞
を,助詞
コトコト,副詞
と,助詞
突き,動詞
ながら,助詞
、,記号
自分,名詞
の,助詞
ため,名詞
に,助詞
あっち,名詞
の,助詞
棚,名詞
、,記号
こっち,名詞
の,助詞
引出し,名詞
、,記号
いろいろ,副詞
と,助詞
薬品,名詞
を,助詞
取,動詞
そろえ,動詞
て,助詞
くれる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
これ,名詞
は,助詞
、,記号
造血,名詞
剤,名詞
。,記号
これ,名詞
は,助詞
、,記号
ヴィタミン,名詞
の,助詞
注射,名詞
液,名詞
。,記号
注射,名詞
器,名詞
は,助詞
、,記号
これ,名詞
。,記号
これ,名詞
は,助詞
、,記号
カルシウム,名詞
の,助詞
錠剤,名詞
。,記号
胃腸,名詞
を,助詞
こわさ,動詞
ない,助動詞
よう,名詞
に,助詞
、,記号
ジアスターゼ,名詞
。,記号
これ,名詞
は,助詞
、,記号
何,名詞
。,記号
これ,名詞
は,助詞
、,記号
何,名詞
、,記号
と,助詞
五,名詞
、,記号
六,名詞
種,名詞
の,助詞
薬品,名詞
の,助詞
説明,名詞
を,助詞
愛情,名詞
こめ,動詞
て,助詞
し,動詞
て,助詞
くれ,動詞
た,助動詞
の,名詞
です,助動詞
が,助詞
、,記号
しかし,接続詞
、,記号
この,連体詞
不幸,名詞
な,助動詞
奥さん,名詞
の,助詞
愛情,名詞
も,助詞
また,接続詞
、,記号
自分,名詞
にとって,助詞
深,形容詞
すぎ,動詞
まし,助動詞
た,助動詞
。,記号
最後,名詞
に,助詞
奥さん,名詞
が,助詞
、,記号
これ,名詞
は,助詞
、,記号
どうしても,副詞
、,記号
なんと,副詞
し,動詞
て,助詞
も,助詞
お,接頭詞
酒,名詞
を,助詞
飲み,動詞
たく,助動詞
て,助詞
、,記号
たまらなく,形容詞
なっ,動詞
た,助動詞
時,名詞
の,助詞
お,接頭詞
薬,名詞
、,記号
と,助詞
言っ,動詞
て,助詞
素早く,形容詞
紙,名詞
に,助詞
包ん,動詞
だ,助動詞
小,接頭詞
箱,名詞
。,記号
モルヒネ,名詞
の,助詞
注射,名詞
液,名詞
でし,助動詞
た,助動詞
。,記号
酒,名詞
より,助詞
は,助詞
、,記号
害,名詞
に,助詞
なら,動詞
ぬ,助動詞
と,助詞
奥さん,名詞
も,助詞
言い,動詞
、,記号
自分,名詞
も,助詞
それ,名詞
を,助詞
信じ,動詞
て,助詞
、,記号
また,接続詞
一つ,名詞
に,助詞
は,助詞
、,記号
酒,名詞
の,助詞
酔い,名詞
も,助詞
さすが,副詞
に,助詞
不潔,名詞
に,助詞
感ぜ,動詞
られ,動詞
て,助詞
来,動詞
た,助動詞
矢先,名詞
でも,助詞
あっ,動詞
た,助動詞
し,助詞
、,記号
久し振り,名詞
に,助詞
アルコール,名詞
という,助詞
サタン,名詞
から,助詞
のがれる,動詞
事,名詞
の,助詞
出来る,動詞
喜び,名詞
も,助詞
あり,動詞
、,記号
何,名詞
の,助詞
躊躇,名詞
も,助詞
無く,形容詞
、,記号
自分,名詞
は,助詞
自分,名詞
の,助詞
腕,名詞
に,助詞
、,記号
その,連体詞
モルヒネ,名詞
を,助詞
注射,名詞
し,動詞
まし,助動詞
た,助動詞
。,記号
不安,名詞
も,助詞
、,記号
焦燥,名詞
も,助詞
、,記号
はにかみ,動詞
も,助詞
、,記号
綺麗,名詞
に,助詞
除去,名詞
せら,動詞
れ,動詞
、,記号
自分,名詞
は,助詞
甚だ,副詞
陽気,名詞
な,助動詞
能弁,名詞
家,名詞
に,助詞
なる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
その,連体詞
注射,名詞
を,助詞
する,動詞
と,助詞
自分,名詞
は,助詞
、,記号
からだ,名詞
の,助詞
衰弱,名詞
も,助詞
忘れ,動詞
て,助詞
、,記号
漫画,名詞
の,助詞
仕事,名詞
に,助詞
精,名詞
が,助詞
出,動詞
て,助詞
、,記号
自分,名詞
で,助詞
画き,動詞
ながら,助詞
噴き出し,動詞
て,助詞
しまう,動詞
ほど,助詞
珍妙,名詞
な,助動詞
趣向,名詞
が,助詞
生れる,動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
一,名詞
日,名詞
一,名詞
本,名詞
の,助詞
つもり,名詞
が,助詞
、,記号
二,名詞
本,名詞
に,助詞
なり,動詞
、,記号
四,名詞
本,名詞
に,助詞
なっ,動詞
た,助動詞
頃,名詞
に,助詞
は,助詞
、,記号
自分,名詞
は,助詞
もう,副詞
それ,名詞
が,助詞
無けれ,形容詞
ば,助詞
、,記号
仕事,名詞
が,助詞
出来,動詞
ない,助動詞
よう,名詞
に,助詞
なっ,動詞
て,助詞
い,動詞
まし,助動詞
た,助動詞
。,記号
「,記号
いけ,動詞
ませ,助動詞
ん,助動詞
よ,助詞
、,記号
中毒,名詞
に,助詞
なっ,動詞
たら,助動詞
、,記号
そりゃ,接続詞
もう,副詞
、,記号
たいへん,副詞
です,助動詞
」,記号
薬屋,名詞
の,助詞
奥さん,名詞
に,助詞
そう,副詞
言わ,動詞
れる,動詞
と,助詞
、,記号
自分,名詞
は,助詞
もう,副詞
可,名詞
成り,動詞
の,助詞
中毒,名詞
患者,名詞
に,助詞
なっ,動詞
て,助詞
しまっ,動詞
た,助動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
て,助詞
来,動詞
て,助詞
、,記号
（,記号
自分,名詞
は,助詞
、,記号
ひと,名詞
の,助詞
暗示,名詞
に,助詞
実に,副詞
もろく,形容詞
ひっかかる,動詞
たち,名詞
な,助動詞
の,名詞
です,助動詞
。,記号
この,連体詞
お金,名詞
は,助詞
使っ,動詞
ちゃ,助詞
いけ,動詞
ない,助動詞
よ,助詞
、,記号
と,助詞
言っ,動詞
て,助詞
も,助詞
、,記号
お前,名詞
の,助詞
事,名詞
だ,助動詞
もの,名詞
なあ,助詞
、,記号
なんて,助詞
言わ,動詞
れる,動詞
と,助詞
、,記号
何だか,副詞
使わ,動詞
ない,助動詞
と,助詞
悪い,形容詞
よう,名詞
な,助動詞
、,記号
期待,名詞
に,助詞
そむく,動詞
よう,名詞
な,助動詞
、,記号
へん,名詞
な,助動詞
錯覚,名詞
が,助詞
起っ,動詞
て,助詞
、,記号
必ず,副詞
すぐ,副詞
に,助詞
その,連体詞
お金,名詞
を,助詞
使っ,動詞
て,助詞
しまう,動詞
の,名詞
でし,助動詞
た,助動詞
）,記号
その,連体詞
中毒,名詞
の,助詞
不安,名詞
の,助詞
ため,名詞
、,記号
かえって,副詞
薬品,名詞
を,助詞
たくさん,名詞
求める,動詞
よう,名詞
に,助詞
なっ,動詞
た,助動詞
の,名詞
でし,助動詞
た,助動詞
。,記号
「,記号
たのむ,動詞
！,記号
　,記号
もう,副詞
一,名詞
箱,名詞
。,記号
勘定,名詞
は,助詞
月末,名詞
に,助詞
きっと,副詞
払い,動詞
ます,助動詞
から,助詞
」,記号
「,記号
勘定,名詞
なんて,助詞
、,記号
いつ,名詞
でも,助詞
かまい,動詞
ませ,助動詞
ん,助動詞
けど,助詞
、,記号
警察,名詞
の,助詞
ほう,名詞
が,助詞
、,記号
うるさい,形容詞
の,名詞
で,助動詞
ねえ,助動詞
」,記号
ああ,感動詞
、,記号
いつ,名詞
でも,助詞
自分,名詞
の,助詞
周囲,名詞
に,助詞
は,助詞
、,記号
何やら,副詞
、,記号
濁っ,動詞
て,助詞
暗く,形容詞
、,記号
うさん,形容詞
臭い,形容詞
日蔭,名詞
者,名詞
の,助詞
気配,名詞
が,助詞
つきまとう,動詞
の,名詞
です,助動詞
。,記号
「,記号
そこ,名詞
を,助詞
何とか,副詞
、,記号
ごまかし,動詞
て,助詞
、,記号
たのむ,動詞
よ,助詞
、,記号
奥さん,名詞
。,記号
キス,名詞
し,動詞
て,助詞
あげよ,動詞
う,助動詞
」,記号
奥さん,名詞
は,助詞
、,記号
顔,名詞
を,助詞
赤らめ,動詞
ます,助動詞
。,記号
自分,名詞
は,助詞
、,記号
いよいよ,副詞
つけ込み,動詞
、,記号
「,記号
薬,名詞
が,助詞
無い,形容詞
と,助詞
仕事,名詞
が,助詞
ちっとも,副詞
、,記号
はかどら,動詞
ない,助動詞
ん,名詞
だ,助動詞
よ,助詞
。,記号
僕,名詞
に,助詞
は,助詞
、,記号
あれ,名詞
は,助詞
強精剤,名詞
みたい,名詞
な,助動詞
もの,名詞
な,助動詞
ん,名詞
だ,助動詞
」,記号
「,記号
それ,名詞
じゃ,助詞
、,記号
いっそ,副詞
、,記号
ホルモン,名詞
注射,名詞
が,助詞
いい,形容詞
でしょ,助動詞
う,助動詞
」,記号
「,記号
ばか,名詞
に,助詞
し,動詞
ちゃ,助詞
いけ,動詞
ませ,助動詞
ん,助動詞
。,記号
お,接頭詞
酒,名詞
か,助詞
、,記号
そう,副詞
で,助動詞
なけれ,助動詞
ば,助詞
、,記号
あの,連体詞
薬,名詞
か,助詞
、,記号
どっち,名詞
か,助詞
で,助動詞
無けれ,助動詞
ば,助詞
仕事,名詞
が,助詞
出来,動詞
ない,助動詞
ん,名詞
だ,助動詞
」,記号
「,記号
お,接頭詞
酒,名詞
は,助詞
、,記号
いけ,動詞
ませ,助動詞
ん,助動詞
」,記号
「,記号
そう,副詞
でしょ,助動詞
う,助動詞
？,記号
　,記号
僕,名詞
はね,動詞
、,記号
あの,連体詞
薬,名詞
を,助詞
使う,動詞
よう,名詞
に,助詞
なっ,動詞
て,助詞
から,助詞
、,記号
お,接頭詞
酒,名詞
は,助詞
一滴,名詞
も,助詞
飲ま,動詞
なかっ,助動詞
た,助動詞
。,記号
おかげ,名詞
で,助詞
、,記号
からだ,名詞
の,助詞
調子,名詞
が,助詞
、,記号
とても,副詞
いい,形容詞
ん,名詞
だ,助動詞
。,記号
