表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
覆い,動詞,自立,*,*,五段・ワ行促音便,連用形,覆う,オオイ,オオイ
、,記号,読点,*,*,*,*,、,、,、
ぽつりぽつり,副詞,一般,*,*,*,*,ぽつりぽつり,ポツリポツリ,ポツリポツリ
雨,名詞,一般,*,*,*,*,雨,アメ,アメ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
降り出し,動詞,自立,*,*,五段・サ行,連用形,降り出す,フリダシ,フリダシ
、,記号,読点,*,*,*,*,、,、,、
やがて,副詞,一般,*,*,*,*,やがて,ヤガテ,ヤガテ
車軸,名詞,一般,*,*,*,*,車軸,シャジク,シャジク
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
流す,動詞,自立,*,*,五段・サ行,基本形,流す,ナガス,ナガス
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
大雨,名詞,一般,*,*,*,*,大雨,オオアメ,オーアメ
と,助詞,格助詞,一般,*,*,*,と,ト,ト
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
祝宴,名詞,一般,*,*,*,*,祝宴,シュクエン,シュクエン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
列席,名詞,サ変接続,*,*,*,*,列席,レッセキ,レッセキ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
村人,名詞,一般,*,*,*,*,村人,ムラビト,ムラビト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
不吉,名詞,形容動詞語幹,*,*,*,*,不吉,フキツ,フキツ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
感じ,動詞,自立,*,*,一段,連用形,感じる,カンジ,カンジ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
それでも,接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ
、,記号,読点,*,*,*,*,、,、,、
めいめい,名詞,一般,*,*,*,*,めいめい,メイメイ,メイメイ
気持,名詞,一般,*,*,*,*,気持,キモチ,キモチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
引きたて,動詞,自立,*,*,一段,連用形,引きたてる,ヒキタテ,ヒキタテ
、,記号,読点,*,*,*,*,、,、,、
狭い,形容詞,自立,*,*,形容詞・アウオ段,基本形,狭い,セマイ,セマイ
家,名詞,一般,*,*,*,*,家,イエ,イエ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
むんむん,副詞,一般,*,*,*,*,むんむん,ムンムン,ムンムン
蒸し暑い,形容詞,自立,*,*,形容詞・アウオ段,基本形,蒸し暑い,ムシアツイ,ムシアツイ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
も,助詞,係助詞,*,*,*,*,も,モ,モ
怺,名詞,一般,*,*,*,*,怺,*,*
え,フィラー,*,*,*,*,*,え,エ,エ
、,記号,読点,*,*,*,*,、,、,、
陽気,名詞,形容動詞語幹,*,*,*,*,陽気,ヨウキ,ヨーキ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
歌,名詞,一般,*,*,*,*,歌,ウタ,ウタ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
うたい,動詞,自立,*,*,五段・ワ行促音便,連用形,うたう,ウタイ,ウタイ
、,記号,読点,*,*,*,*,、,、,、
手,名詞,一般,*,*,*,*,手,テ,テ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
拍,名詞,接尾,助数詞,*,*,*,拍,ハク,ハク
っ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
満面,名詞,一般,*,*,*,*,満面,マンメン,マンメン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
喜色,名詞,一般,*,*,*,*,喜色,キショク,キショク
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
湛え,動詞,自立,*,*,一段,連用形,湛える,タタエ,タタエ
、,記号,読点,*,*,*,*,、,、,、
しばらく,副詞,助詞類接続,*,*,*,*,しばらく,シバラク,シバラク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
王,名詞,固有名詞,人名,姓,*,*,王,オウ,オー
と,助詞,格助詞,一般,*,*,*,と,ト,ト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
約束,名詞,サ変接続,*,*,*,*,約束,ヤクソク,ヤクソク
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
さえ,助詞,係助詞,*,*,*,*,さえ,サエ,サエ
忘れ,動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
祝宴,名詞,一般,*,*,*,*,祝宴,シュクエン,シュクエン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
入っ,動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いよいよ,副詞,一般,*,*,*,*,いよいよ,イヨイヨ,イヨイヨ
乱れ,動詞,自立,*,*,一段,連用形,乱れる,ミダレ,ミダレ
華やか,名詞,形容動詞語幹,*,*,*,*,華やか,ハナヤカ,ハナヤカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
、,記号,読点,*,*,*,*,、,、,、
人々,名詞,一般,*,*,*,*,人々,ヒトビト,ヒトビト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
外,名詞,一般,*,*,*,*,外,ソト,ソト
の,助詞,連体化,*,*,*,*,の,ノ,ノ
豪雨,名詞,一般,*,*,*,*,豪雨,ゴウウ,ゴーウ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
全く,副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク
気,名詞,一般,*,*,*,*,気,キ,キ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
なく,助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
一生,名詞,副詞可能,*,*,*,*,一生,イッショウ,イッショー
この,連体詞,*,*,*,*,*,この,コノ,コノ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
ここ,名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
思っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
この,連体詞,*,*,*,*,*,この,コノ,コノ
佳い,形容詞,自立,*,*,形容詞・アウオ段,基本形,佳い,ヨイ,ヨイ
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
たち,名詞,接尾,一般,*,*,*,たち,タチ,タチ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
生涯,名詞,副詞可能,*,*,*,*,生涯,ショウガイ,ショーガイ
暮し,動詞,自立,*,*,五段・サ行,連用形,暮す,クラシ,クラシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
行き,動詞,非自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
願っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,願う,ネガッ,ネガッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
いま,名詞,副詞可能,*,*,*,*,いま,イマ,イマ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
自分,名詞,一般,*,*,*,*,自分,ジブン,ジブン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
からだ,名詞,一般,*,*,*,*,からだ,カラダ,カラダ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
、,記号,読点,*,*,*,*,、,、,、
自分,名詞,一般,*,*,*,*,自分,ジブン,ジブン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
無い,形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
まま,副詞,一般,*,*,*,*,まま,ママ,ママ
なら,動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ
事,名詞,非自立,一般,*,*,*,事,コト,コト
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
わが身,名詞,一般,*,*,*,*,わが身,ワガミ,ワガミ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
鞭打ち,動詞,自立,*,*,五段・タ行,連用形,鞭打つ,ムチウチ,ムチウチ
、,記号,読点,*,*,*,*,、,、,、
ついに,副詞,一般,*,*,*,*,ついに,ツイニ,ツイニ
出発,名詞,サ変接続,*,*,*,*,出発,シュッパツ,シュッパツ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
決意,名詞,サ変接続,*,*,*,*,決意,ケツイ,ケツイ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
あす,名詞,副詞可能,*,*,*,*,あす,アス,アス
の,助詞,連体化,*,*,*,*,の,ノ,ノ
日没,名詞,一般,*,*,*,*,日没,ニチボツ,ニチボツ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
まだ,副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ
十,名詞,数,*,*,*,*,十,ジュウ,ジュー
分の,名詞,接尾,助数詞,*,*,*,分の,ブンノ,ブンノ
時,名詞,接尾,副詞可能,*,*,*,時,ジ,ジ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
在る,動詞,自立,*,*,五段・ラ行,基本形,在る,アル,アル
。,記号,句点,*,*,*,*,。,。,。
ちょっと,副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット
一眠り,名詞,一般,*,*,*,*,一眠り,ヒトネムリ,ヒトネムリ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
出発,名詞,サ変接続,*,*,*,*,出発,シュッパツ,シュッパツ
しよ,動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
、,記号,読点,*,*,*,*,、,、,、
と,助詞,格助詞,引用,*,*,*,と,ト,ト
考え,動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
頃,名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
雨,名詞,一般,*,*,*,*,雨,アメ,アメ
も,助詞,係助詞,*,*,*,*,も,モ,モ
小降り,名詞,一般,*,*,*,*,小降り,コブリ,コブリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いよ,動詞,非自立,*,*,一段,未然ウ接続,いる,イヨ,イヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
。,記号,句点,*,*,*,*,。,。,。
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ
永く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,永い,ナガク,ナガク
この,連体詞,*,*,*,*,*,この,コノ,コノ
家,名詞,一般,*,*,*,*,家,イエ,イエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
愚図,名詞,一般,*,*,*,*,愚図,グズ,グズ
愚図,名詞,形容動詞語幹,*,*,*,*,愚図,グズ,グズ
とどまっ,動詞,自立,*,*,五段・ラ行,連用タ接続,とどまる,トドマッ,トドマッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
たかっ,助動詞,*,*,*,特殊・タイ,連用タ接続,たい,タカッ,タカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
メロス,名詞,一般,*,*,*,*,メロス,*,*
ほど,助詞,副助詞,*,*,*,*,ほど,ホド,ホド
の,助詞,連体化,*,*,*,*,の,ノ,ノ
男,名詞,一般,*,*,*,*,男,オトコ,オトコ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
やはり,副詞,一般,*,*,*,*,やはり,ヤハリ,ヤハリ
未練,名詞,一般,*,*,*,*,未練,ミレン,ミレン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
情,名詞,一般,*,*,*,*,情,ジョウ,ジョー
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
在る,動詞,自立,*,*,五段・ラ行,基本形,在る,アル,アル
。,記号,句点,*,*,*,*,。,。,。
今宵,名詞,副詞可能,*,*,*,*,今宵,コヨイ,コヨイ
呆然,名詞,一般,*,*,*,*,呆然,ボウゼン,ボーゼン
、,記号,読点,*,*,*,*,、,、,、
歓喜,名詞,サ変接続,*,*,*,*,歓喜,カンキ,カンキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
酔っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,酔う,ヨッ,ヨッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
らしい,助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ
花嫁,名詞,一般,*,*,*,*,花嫁,ハナヨメ,ハナヨメ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
近寄り,動詞,自立,*,*,五段・ラ行,連用形,近寄る,チカヨリ,チカヨリ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
おめでとう,感動詞,*,*,*,*,*,おめでとう,オメデトウ,オメデトー
。,記号,句点,*,*,*,*,。,。,。
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
疲れ,動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまっ,動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
ちょっと,副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット
ご免,名詞,一般,*,*,*,*,ご免,ゴメン,ゴメン
こうむっ,動詞,自立,*,*,五段・ラ行,連用タ接続,こうむる,コウムッ,コームッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
眠り,動詞,自立,*,*,五段・ラ行,連用形,眠る,ネムリ,ネムリ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
。,記号,句点,*,*,*,*,。,。,。
眼,名詞,一般,*,*,*,*,眼,メ,メ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
覚め,動詞,自立,*,*,一段,連用形,覚める,サメ,サメ
たら,助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
、,記号,読点,*,*,*,*,、,、,、
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
市,名詞,一般,*,*,*,*,市,シ,シ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
出かける,動詞,自立,*,*,一段,基本形,出かける,デカケル,デカケル
。,記号,句点,*,*,*,*,。,。,。
大切,名詞,形容動詞語幹,*,*,*,*,大切,タイセツ,タイセツ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
用事,名詞,一般,*,*,*,*,用事,ヨウジ,ヨージ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
い,動詞,自立,*,*,一段,未然形,いる,イ,イ
なく,助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
て,助詞,接続助詞,*,*,*,*,て,テ,テ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
もう,副詞,一般,*,*,*,*,もう,モウ,モー
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
優しい,形容詞,自立,*,*,形容詞・イ段,基本形,優しい,ヤサシイ,ヤサシイ
亭主,名詞,一般,*,*,*,*,亭主,テイシュ,テイシュ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
、,記号,読点,*,*,*,*,、,、,、
決して,副詞,一般,*,*,*,*,決して,ケッシテ,ケッシテ
寂しい,形容詞,自立,*,*,形容詞・イ段,基本形,寂しい,サビシイ,サビシイ
事,名詞,非自立,一般,*,*,*,事,コト,コト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
無い,形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ
。,記号,句点,*,*,*,*,。,。,。
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
兄,名詞,一般,*,*,*,*,兄,アニ,アニ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
、,記号,読点,*,*,*,*,、,、,、
一,名詞,数,*,*,*,*,一,イチ,イチ
ばん,名詞,一般,*,*,*,*,ばん,バン,バン
きらい,名詞,形容動詞語幹,*,*,*,*,きらい,キライ,キライ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
、,記号,読点,*,*,*,*,、,、,、
人,名詞,一般,*,*,*,*,人,ヒト,ヒト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
疑う,動詞,自立,*,*,五段・ワ行促音便,基本形,疑う,ウタガウ,ウタガウ
事,名詞,非自立,一般,*,*,*,事,コト,コト
と,助詞,並立助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
、,記号,読点,*,*,*,*,、,、,、
嘘,名詞,一般,*,*,*,*,嘘,ウソ,ウソ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
つく,動詞,自立,*,*,五段・カ行イ音便,基本形,つく,ツク,ツク
事,名詞,非自立,一般,*,*,*,事,コト,コト
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
おまえ,名詞,代名詞,一般,*,*,*,おまえ,オマエ,オマエ
も,助詞,係助詞,*,*,*,*,も,モ,モ
、,記号,読点,*,*,*,*,、,、,、
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
